Branch Name,4873,6128,1883,1928,9839
0,28.0,24.0,27.0,19.0,33.0
60,28.0,24.0,28.28798701022631,20.287987010226306,34.28798701022632
120,30.89327664382398,26.89327664382398,31.567800296679593,21.022999958296623,34.78143805482755
180,29.964016780085217,28.409861090775443,34.72551682706509,19.905588126329498,36.33160404879433
240,31.49385364177174,27.128975271292894,32.417728293433484,16.712678068996297,37.55607742124568
300,30.776936478471438,25.968919318687874,33.316171910275344,17.03238920072699,44.716247266819394
360,28.17557345840729,27.647155178395252,37.304933564523864,18.41003210897504,35.474103771900985
420,26.46263447418263,26.82971523127955,35.18074995618983,18.205149685383404,32.7675914310776
480,25.235341623718988,24.19486285098783,34.56828600250308,17.056376781386508,32.263207293502106
540,24.89938052239154,25.60638835425115,33.09647279461148,21.106745688384986,30.35040610528193
600,25.32364428612016,23.833844385112616,29.8056363692463,19.12672674255285,33.60276882720487
660,24.707813103134924,24.49075093557376,28.247555227849364,18.326305479794808,31.862369426074874
720,22.47815410277542,22.693751979526812,32.756387262987275,19.073943844127825,31.295551184476892
780,26.104483009472972,21.998103266899044,35.835873979951565,17.26897596153363,30.875004330523144
840,24.171480645319026,23.335719230559242,38.1789153515316,21.095919740356013,33.49688812647176
900,23.575982018705197,23.20989979182668,37.71415526732251,19.166874499281533,34.026020523359904
960,21.097443077272167,22.055985194596943,35.45169945387345,16.90609132798177,32.26067587518048
1020,19.438713685272056,21.231137677306776,34.81348239811115,17.927177058397348,31.022362466531895
1080,18.22913986954941,22.046439319258965,33.2952249354909,19.405423371795532,35.72612020531335
1140,16.480977031590882,20.260412535452936,34.6974050868883,18.129577425210794,33.3529711074316
1200,17.88500073873692,21.322673455457778,32.78264796148604,18.80143859744563,33.905754372731046
1260,18.236918508768003,20.184202494373082,32.45078096207852,18.10428506089422,35.37992423813904
1320,19.49255122789364,24.875934577320436,29.517908504063893,19.018054723371584,34.126515608064196
1380,19.979903417746044,23.140315263419982,29.89831015153695,16.3260451992183,34.79996134263122
1440,20.751093925069235,24.55469958402844,27.26766259262582,16.963676943914944,34.10415641926752
1500,21.680011328429636,22.808044265415475,26.008804019490636,18.402365966222053,33.80726270485466
1560,20.185483844710923,26.964371512626684,25.448375544760193,17.231151656840016,36.495022066579715
1620,20.81765015532967,27.24771935881472,26.295560225208384,19.04115860887198,35.160179742812446
1680,20.106623876197464,30.543750432509164,29.4955337036486,23.259393346662716,36.537921568035664
1740,19.807386247413387,28.219191403283574,28.1482087242928,21.172719826937787,39.68435861703445
1800,20.228887818997627,29.58804124796909,27.072287365101918,19.489324873754583,40.606194863402266
1860,17.4208003587662,27.82376748232051,25.99875092525769,18.246870516578976,35.256750145940316
1920,20.72371957490589,28.49088592262247,27.97768132941369,16.48877089853585,33.079980319092165
1980,18.924183713824245,26.69395502501851,28.214630782875208,15.661821459268548,31.219769661673013
2040,17.8934070720096,25.31857925879348,26.58100498635887,15.294233851092422,27.85832745221856
2100,19.945947201397058,25.33502345666541,28.539308590205994,15.131153483867962,26.816134963128395
2160,21.438227886961762,23.01406588344719,31.706524728451765,17.878524850811324,25.29172312863945
2220,20.133406122120174,21.414743521424036,29.240851897095965,22.225983403601134,25.44923042833224
2280,20.803372310259032,21.352588151117196,28.136308532217637,24.995930787394673,24.946607113565094
